date,day_of_week,meeting_type,location,present,absent,staff,source_url
"October 18, 2007",THURSDAY,Regular,,"Alexander, Antonini, S. Lee, W. Lee, Moore and Sugaya",Olague,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner, Elizabeth Watty, Glen Cabreros, Cecilia Jaroslawsky, Tom Wang, Aaron Starr, Sara Vellve, Michael Li, Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1350.html
"November 1, 2007",Thursday,Regular,,"Olague, Antonini, S. Lee, W. Lee and Sugaya",Alexander and Moore,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner, Ken Rich, Adam Varat, Jonas Ionin, Mathew Snyder, Adam Light, Joan Kugler, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1351.html
"November 8, 2007",Thursday,Regular,,"Alexander, Olague, Antonini, S. Lee, W. Lee, Moore and Sugaya",None,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner, Sophie Middlebrook, Aaron Hollister, Edgar Oropeza, Dan DiBartolo, Craig Nikitas, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1352.html
"November 15, 2007",Thursday,Regular,,"Alexander, Olague, Antonini, S. Lee, W. Lee and Sugaya",Moore,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner, AnMarie Rodgers, Jonas Ionin, Nannie Turrell, Rosemary Dudley, Ken Rich, Joan Kugler, Tom Wang, Adrian Putra, Aaron Hollister, and Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1353.html
"December 6, 2007",Thursday,Special,,"Olague, Antonini, S. Lee, W. Lee, Moore",Alexander,"Dean Macris â Director of Planning, Amit Ghosh â Chief Planner, Kate Stacey â City Attorney, Craig Nikitas, and Linda Avery â Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1354.html
"December 6, 2007",Thursday,Regular,,"Olague, Antonini, S. Lee, W. Lee, Moore and Sugaya",Alexander,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner, Elizabeth Watty, Steve Wertheim, Scott Sanchez, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1355.html
"December 13, 2007",Thursday,Regular,,"Alexander, Olague, Antonini, S. Lee, W. Lee, Moore and Sugaya",None,"Dean Macris – Director of Planning, Craig Nikitas – Acting Zoning Administrator, Amit Ghosh – Chief Planner, Corey Teague, Kate Conner, Adam Light, Michelle Glueckert, Sara Vellve, Ken Rich, Johnny Jaramillo, Lily Langlois, Sue Exline, Andres Power, Jonathan Swae, Sarah Dennis, Claudia Flores, Dan DiBartolo, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1356.html
"December 20, 2007",Thursday,Regular,,"Alexander, Olague, Antonini, S. Lee, W. Lee, Moore and Sugaya",None,"Adam Light – Acting Zoning Administrator, Amit Ghosh – Chief Planner, Delvin Washington, Sharon Young, Mary Woods, Tara Sullivan-Lenane, Scott Sanchez, David Lindsay, Elizabeth Watty, and Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1357.html
"March 9, 2006",Thursday,Regular,,"S. Lee, M. Antonini, S. Bradford-Bell, C. Olague","D. Alexander, K. Hughes, and W. Lee",Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Dan Sider; April Hesik; Ben Fu; Mary Woods; Elizabeth Watty; Craig Nikitas; Edgar Oropeza; Elaine Tope; Michael Li; Paul Maltzer; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1242.html
"January 5, 2006",Thursday,Regular,,Sue,Shelley Bradford Bell,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Sharon Young; Michael Li; Sara Vellve; Lois Scott; Craig Nikitas; Linda Avery,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1243.html
"April 13, 2006",Thursday,Regular,,Sue Lee; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; Christina Olague,Dwight Alexander,Dean Macris – Director of Planning; Neil Hart – Acting Zoning Administrator; Adam Light; Edgar Oropeza; Ben Fu; Teresa Ojeda; Dan Sider; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1244.html
"April 20, 2006",Thursday,Regular,,Sue Lee; Dwight Alexander; Michael Antonini; William Lee,Shelley Bradford-Bell; Kevin Hughes; Christina Olague,Larry Badiner – Zoning Administrator; Kelley Amdur; Rick Cooper; Jonathan Purvis; Michael Smith; Aaron Starr; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1245.html
"March 23, 2006",Thursday,Regular,,Sue Lee; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; Christina Olague,Dwight Alexander,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Dan Sider; Jonathan Purvis; Tom Wang; Charles Rivasplata; Teresa Ojeda; Adam Light; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1246.html
"May 4, 2006",Thursday,Regular,,Sue Lee; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; Christina Olague,Dwight Alexander,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Dan Sider; Jonathan Purvis; Tom Wang; Charles Rivasplata; Teresa Ojeda; Adam Light; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1247.html
"May 11, 2006",Thursday,Regular,,Sue Lee; Michael Antonini; Kevin Hughes; William Lee; Christina Olague,Dwight Alexander and Shelley Bradford-Bell,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Alicia John-Babtiste – Chief of Administration; Elaine Forbes; Craig Nikitas; Dan Sider; Kate Conner; Rick Cooper; Kelley Amdur; Joshua Switzky; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1248.html
"April 27, 2006",Thursday,Regular,,Sue Lee; Dwight Alexander; Michael Antonini; William Lee; Christina Olague,Shelley Bradford-Bell and Kevin Hughes,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Kate Conner; Dan DiBartolo; Cecilla Jaroslawsky; Craig Nikitas; Sara Vellve; Glen Cabreros; Michelle Glueckert; Jim Miller; Rick Cooper; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1249.html
"March 2, 2006",Thursday,Regular,,"President Sue Lee, Michael Antonini, Shelley Bradford-Bell, Kevin Hughes, William Lee, and Christina Olague",Dwight Alexander,Dean Macris - Director of Planning; Larry Badiner - Zoning Administrator; Kelly Amdur; Kate Conner; Alicia John-Baptiste; Jim Miller; Dan DiBartolo; Aaron Starr; Tina Tam; Ben Fu; Linda Avery - Commission,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1250.html
"March 2, 2006",Thursday,special,,"President Sue Lee, Michael Antonini, Shelley Bradford-Bell, Kevin Hughes, William Lee and Christina Olague",Dwight Alexander,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1251.html
"March 16, 2006",Thursday,Regular,,Sue Lee; Michael Antonini; Kevin Hughes; William Lee; Christina Olague,Dwight Alexander and Shelley Bradford-Bell,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Dan Sider; Amit Ghosh; Rick Crawford; Michelle Glueckert; Elaine Tope; Cecilia Jaroslawsky; Mary Woods; Isolde Wilson; Adam Light; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1252.html
"January 12, 2006",Thursday,Regular,,S. Lee,NONE,"Dean Macris – Planning Director; Larry Badiner – Zoning Administrator; April Hesik, Teresa Ojeda, Lisa Gibson, Sara Vellve, Kate Conner, Tina Tam, Glenn Cabreros, Daniel Sirois, Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1253.html
"May 25, 2006",Thursday,Regular,,President Sue Lee; Vice President Dwight Alexander; Shelley Bradford-Bell; Kevin Hughes; William Lee; and Christina Olague,Michael Antonini,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Paul Lord; Michelle Glueckert; Jonathan Purvis; Ben Fu; Sara Vellve; Rick Crawford; Moses Corrette; David Alumbaugh; Ken Rich; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1254.html
"June 22, 2006",Thursday,Regular,,President Sue Lee; Vice President Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; and Christina Olague,Alexander,Dean Macris – Director of Planning; Neil Hart – Acting Zoning Administrator; Amit Ghosh; Michael Li; John Billovits; Tom Wang; April Hesik; Nannie Turrell; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1255.html
"January 26, 2006",Thursday,Regular,,Sue Lee; Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; Christina Olague; William Lee,Bradford-Bell,"Dean Macris - Director of Planning, Larry Badiner - Zoning Administrator, Sharon Young, Mary Woods, Cecilia Jaroslawsky, Viktoryia Mass, Glenn Cabreros, Daniel Sirois, Tina Tam, Jonas Ionin, Craig Nikitas, Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1256.html
"February 9, 2006",Thursday,Regular,,"S. Lee, D. Alexander, M. Antonini, S. Bradford-Bell, K. Hughes,",Alexander,"Dean Macris - Director of Planning, Larry Badiner - Zoning Administrator, Sharon Young, Michelle Glueckert, Michael Li, Dan Dibartolo, Rick Crawford, Jonathan Purvis, Ben Fu, Teresa Ojeda, Craig Nikitas, Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1257.html
"February 2, 2006",Thursday,Regular,,"S. Lee; D. Alexander; M. Antonini; K. Hughes, C. Olague; W. Lee",Alexander,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator; Daniel Sirois; Dan Sider; A. John-Baptiste; Jon Lau; Lois Scott; Mary Woods; Sharon Young; Amit Ghosh; Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1258.html
"June 1, 2006",Thursday,Regular,,President Sue Lee; Vice President Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; and Christina Olague,Alexander and Olague,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Amit Ghosh; Jonas Ionin; Alicia John-Baptiste; Elaine Forbes; Tina Tam; Craig Nikitas; Mary Woods; Kelly Amdur; Rick Crawford; Delvin Washington; Lois Scott; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1259.html
"July 20, 2006",Thursday,Regular,,Dwight Alexander; Michael Antonini; William Lee; Kathrin Moore; Christina Olague; and Hisashi Sugaya,,Larry Badiner – Zoning Administrator; Sarah Dennis; Dan Sider; Glen Cabreros; Elaine Tope; Susan Cleveland-Knowles – Deputy City Attorney; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1260.html
"february 16, 2006",Thursday,Regular,,Sue Lee; Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; Christina Olague; William Lee,Alexander,"Dean Macris - Director of Planning, Larry Badiner - Zoning Administrator, Jonas Ionin, Glenn Cabreros, Sara Vellve, Alicia John-Baptiste, Rick Crawford, Isolde Wilson, Tina Tam, Dan Dibartolo, Jasper Rubin, Johnny Jaramillo, Linda Avery - Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1261.html
"July 27, 2006",Thursday,Regular,,Michael Antonini; William Lee; Kathrin Moore and Christina Olague,Dwight Alexander and Hisashi Sugaya,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Amit Ghosh; Adam Varat; Adam Light; Dan Sider; Elizabeth Watty; Aaron Starr; April Hesik; Kate Stacey – Deputy City Attorney; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1262.html
"July 13, 2006",Thursday,Regular,,President Dwight Alexander; Michael Antonini; William Lee; Kathrin Moore; Christina Olague; and Hisashi Sugaya,Alexander,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Amit Ghosh; Glen Cabreros; Kimberly Durandet; Mary Woods; Dan DiBartolo; Susan Cleveland-Knowles – Deputy City Attorney; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1263.html
"June 15, 2006",Thursday,Regular,,President Sue Lee; Vice President Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; William Lee; and Christina Olague,Antonini,Dean Macris – Director of Planning; Larry Badiner – Zoning Administrator; Amit Ghosh; Jonathan Lau; Jonas Ionin; Isolde Wilson; Michael Jacinto; Mat Snyder; Moses Corrette; Elaine Tope; Ben Fu; Dan Sirois; Glen Cabreros; Kate McGee; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1264.html
"February 23, 2006",Thursday,Regular,,Sue Lee; Dwight Alexander; Michael Antonini; Shelley Bradford-Bell; Kevin Hughes; Christina Olague,William Lee,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Sarah Dennis, Jonathan Purvis, Mathew Snyder; Michelle Glueckert, Glenn Cabreros, Kate Conner, Nannie Turrell, Jon Lau, Linda Avery – Commissioner Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1265.html
"August 10, 2006",Thursday,Regular,,Vice President Christina Olague; Michael J. Antonini; William L. Lee; Kathrin Moore; Hisashi Sugaya,Dwight S. Alexander,Larry Badiner – Zoning Administrator and Acting Director; Dan Sider; Tom Wang; Kelly Amdur; Joshua Switzky; Alicia John-Baptiste; Glen Cabreros; Dan DiBartolo; Carol Roos; Isolde Wilson; Michelle Glueckert; Michael Li; Cecilia Jaroslawsky; April Hesik; Rick Crawford; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1266.html
"October 12, 2006",Thursday,Regular,,"Alexander, Olague, Antonini, Lee, Moore and Sugaya",None,"Larry Badiner – Zoning Administrator, Amit Ghosh – Chief Planner; Craig Nikitas, Isolde Wilson, Michael E. Smith, Michael Jacinto, Kate Conner, Michael Li, Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1267.html
"August 3, 2006",Thursday,Regular,,"Dwight S. Alexander; Christina Olague; Michael J. Antonini, William L. Lee; Kathrin Moore; Hisashi Sugaya",Alexander,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Glenn Cabreros, Michael E. Smith, Aaron Starr, Michael Li, Craig Nikitas; Sara Vellve, Thomas Wang, Shaunn Mendrin, Isolde Wilson, Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1268.html
"September 28, 2006",Thursday,Regular,,"Olague, Antonini, Lee, Moore, Sugaya",Alexander,"Dean Macris – Director of Planning, Larry Badiner – Zoning Administrator, Craig Nikitas, Jonathan Purvis, Isolde Wilson, Glenn Cabreros, Kimberly Durandet, April Hesik, Erika Jackson, AnMarie Rodgers, John Billovits, Jonas Ionin – Acting Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1269.html
